cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
2582;MET20_430124;0.9765900354;1;0;1;0;3;;2;2;3;1;0;4;4;4;3;4;4;2;5;5;5;5;5;5;5;5;5;3;4;2;3;3;3;4;2;2;3;3;3;4;3;2;1;3;1;3;2;2;1;2;4;3;1;2;4;2;2;2;3;3;2;2;1;4;3;1;0;0;2;0;;98;0;2;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;4;1;2;;5;3;61;0;4
2583;MET20_1014518;0.7980860057;1;0;0;0;1;3;;5;5;5;0;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;40;50;10;0;10;3;3;3;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;2;2;1;1;1;2;1;6;3;67;0;1
2584;MET20_1784150;0.8422381464;1;0;0;0;1;3;;2;2;1;0;3;4;3;4;4;3;4;4;4;5;4;4;5;5;4;4;2;2;2;3;3;2;3;3;2;3;2;3;2;2;3;3;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;3;2;3;2;2;1;1;75;0;5;10;0;10;20;3;4;3;3;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;1;7;3;1;1;9;2;1;2;2;1;1;2;;4;2;47;0;1
2585;MET20_7000219;0.9965400009;1;0;1;0;1;4;;4;4;3;1;4;4;3;3;3;3;4;4;3;5;5;5;5;5;5;4;2;3;3;3;3;2;3;3;2;3;2;3;3;2;3;2;3;2;2;3;3;2;3;4;3;2;2;2;3;2;3;2;3;3;3;3;2;1;1;65;5;10;10;10;0;15;3;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;73;0;2
2586;MET20_1609829;1.6045583854;0;1;0;0;2;;1;8;8;3;1;2;4;2;3;3;3;3;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;0;0;20;0;0;80;0;4;4;4;4;4;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;6;5;6;7;1;6;;2;2;2;2;4;3;1;;3;3;35;2;4
2587;MET20_7016417;1.180583149;1;0;1;0;1;3;;1;5;3;1;3;3;4;4;3;3;4;5;5;5;5;4;5;5;5;5;2;2;2;2;4;3;1;2;2;1;1;3;2;2;2;3;2;1;3;1;2;3;2;2;2;1;2;3;2;1;2;1;3;2;2;2;2;1;1;55;20;5;5;10;5;7;3;3;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;8;1;1;2;2;2;1;2;;2;1;30;0;2
2588;MET20_1181952;0.6722919535;1;0;0;0;1;1;;1;1;1;0;4;3;4;4;4;4;3;5;5;5;5;5;5;5;4;5;2;3;4;3;4;2;4;3;4;3;3;3;4;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;2;3;3;3;3;3;1;1;95;0;2;0;3;0;4;3;3;3;4;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;6;7;7;2;1;8;2;1;2;2;4;2;1;;3;1;41;1;4
2589;MET20_1255301;1.4391301159;0;1;0;0;2;;1;2;2;1;1;4;4;2;2;3;3;2;4;3;4;4;4;4;3;4;3;2;3;2;3;3;2;3;2;2;2;2;3;3;2;3;4;2;1;3;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;3;2;3;2;1;0;0;50;0;0;50;0;2;4;4;4;3;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;1;9;2;2;1;2;1;1;2;;2;2;30;0;1
2590;MET20_1789084;0.930184251;1;0;0;0;1;2;;3;3;0;0;4;4;3;3;4;2;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;2;2;3;2;3;1;4;3;2;2;3;2;1;2;2;2;3;4;2;1;1;2;2;2;1;2;2;2;2;3;2;2;1;1;25;23;1;1;25;25;10;3;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;6;;2;1;2;2;2;1;2;;5;3;55;0;2
2591;MET20_1959117;0.9643085747;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;3;3;5;5;5;5;5;5;5;5;5;3;3;2;3;2;3;2;3;2;4;2;3;4;2;3;3;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;0;0;20;10;0;70;1;4;4;4;4;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;7;7;7;7;1;3;;1;2;2;2;3;1;2;;6;3;67;0;3
2592;MET20_1831563;2.0220227874;1;0;0;0;1;4;;5;6;1;0;4;4;3;2;3;1;4;4;4;4;4;4;5;4;5;4;3;3;3;3;2;2;1;2;2;2;2;3;2;2;3;2;1;2;3;1;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;1;2;1;1;60;10;0;0;0;30;0;1;4;4;4;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;7;7;3;7;2;6;;2;1;2;2;3;2;1;;2;3;34;1;3
2593;MET20_80004410;0.9643085747;1;0;1;0;1;4;;1;2;1;0;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;3;3;3;3;3;3;4;3;4;3;3;3;4;2;2;4;2;1;3;3;1;1;2;3;3;2;2;2;3;1;2;2;3;3;3;1;2;1;2;65;0;15;15;5;0;10;4;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;7;7;7;5;1;3;;1;2;2;1;2;1;2;1;6;3;69;0;2
2594;MET20_1804289;1.1614861152;1;0;0;0;1;2;;5;20;10;2;3;3;2;2;1;1;2;3;4;5;4;4;5;5;4;4;1;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;1;2;2;2;2;1;2;2;1;1;1;1;10;50;10;10;10;10;25;2;3;4;2;2;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;1;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;5;3;62;0;2
2595;MET20_1183313;1.0946952712;1;0;0;0;1;2;;6;4;6;1;4;4;4;4;3;2;4;5;4;5;5;5;5;5;5;5;2;4;4;4;4;3;2;2;2;4;1;4;4;1;3;4;1;2;3;4;2;4;2;2;4;4;4;4;2;4;2;4;3;2;3;3;3;1;1;0;100;0;0;0;0;13;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;1;1;1;2;2;6;3;74;0;1
2596;MET20_581207;0.9643085747;1;0;1;0;1;3;;8;6;6;2;4;4;3;3;4;4;3;3;4;5;5;5;5;5;4;5;3;3;2;3;2;1;4;2;3;2;3;3;3;2;2;3;2;2;3;1;2;3;2;2;2;2;2;2;3;1;2;3;3;1;3;2;2;1;1;55;0;15;15;10;5;14;2;3;4;4;4;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;67;0;2
2597;MET20_80003126;0.6791997325;0;0;1;0;3;;2;2;2;1;0;1;4;2;4;2;3;3;2;2;5;5;5;4;5;3;3;2;2;3;3;4;4;3;2;3;2;2;3;2;1;1;4;2;1;3;1;1;4;1;2;2;1;1;1;1;2;1;2;2;2;1;3;2;3;1;0;0;5;0;;95;0;2;2;2;1;2;2;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7;4;7;6;1;1;7;2;2;1;2;1;1;2;;4;1;46;0;1
2598;MET20_80006256;0.8422381464;1;0;0;0;1;1;;3;3;2;0;3;3;3;4;2;2;3;4;4;4;3;4;3;3;4;4;2;2;3;3;3;2;2;2;2;3;1;3;2;3;3;2;2;2;2;2;2;2;3;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;15;18;5;2;10;50;5;2;4;4;2;3;4;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;7;7;7;7;2;1;10;2;1;1;2;4;2;1;;4;2;50;1;4
2599;MET20_1098834;0.9965400009;1;1;1;0;1;1;;4;2;1;0;3;3;2;2;3;1;2;4;4;4;4;4;4;4;4;4;2;3;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;1;1;50;20;5;5;10;10;4;2;2;2;2;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;1;2;1;2;1;6;3;65;0;2
2600;MET20_1104509;0.6583119793;1;0;1;0;1;4;;25;25;10;5;4;4;4;4;4;3;4;5;4;5;5;5;5;5;5;5;2;3;3;2;3;2;2;2;2;2;2;3;2;3;3;3;2;2;2;2;2;2;3;2;2;2;3;3;2;1;2;3;3;2;3;2;2;1;1;50;25;2;3;15;5;6;3;3;4;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;6;1;1;7;2;1;2;2;2;2;1;;4;1;48;1;2
2601;MET20_80003053;1.0564869918;1;1;0;0;1;1;;2;5;1;1;2;3;1;3;3;3;4;4;4;4;3;3;3;4;4;3;2;2;3;3;4;2;2;3;2;2;2;4;2;2;3;3;1;1;2;2;2;3;2;1;1;2;3;2;2;2;2;2;2;2;2;1;2;1;1;0;10;10;10;20;50;1;3;4;3;4;3;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;7;6;7;7;2;1;8;2;1;2;2;4;3;1;;2;1;29;2;4
2602;MET20_1226302;0.5345827213;1;1;0;0;1;5;;8;4;10;2;4;4;3;3;4;3;4;4;5;5;5;5;5;5;5;5;2;3;3;3;3;3;4;2;1;3;1;2;4;1;2;3;1;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;60;0;10;25;0;5;25;2;3;4;4;3;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;1;5;1;1;2;2;3;1;2;;5;1;61;0;3
2603;MET20_1960867;0.6182996491;0;1;0;0;2;;1;0;0;0;0;3;4;3;4;4;4;4;4;4;5;5;5;5;5;4;4;4;2;3;4;2;2;4;4;2;2;2;4;4;4;4;4;2;2;2;2;2;2;3;2;2;2;3;2;2;3;3;3;3;2;3;2;3;2;1;0;0;0;0;0;100;0;4;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;6;7;6;1;1;6;2;2;2;2;1;1;2;;4;1;45;0;1
2604;MET20_7007784;0.8149973567;1;0;0;0;1;1;;3;2;1;0;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;60;20;20;0;0;0;1;2;2;2;2;2;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;1;9;2;1;1;2;2;1;2;;4;2;53;0;2
2605;MET20_574782;0.837901566;1;0;0;0;1;2;;10;5;10;10;1;2;1;2;2;3;2;4;5;5;5;5;5;5;5;5;2;3;2;2;3;1;3;1;2;1;1;2;4;1;2;2;2;2;2;1;1;3;2;3;2;2;2;2;1;3;2;2;2;2;2;1;2;1;1;50;0;10;20;5;15;20;2;3;4;4;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;79;0;1
2606;MET20_1799927;1.2999282972;1;0;1;0;1;5;;30;15;25;10;4;4;4;4;2;3;4;5;5;5;5;5;5;5;5;5;2;4;3;3;3;3;1;1;2;3;2;2;3;2;2;2;1;1;2;2;1;4;2;1;2;3;1;1;2;2;1;1;2;1;3;2;1;1;1;84;3;1;5;2;5;50;3;4;3;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;7;;2;1;2;2;1;1;2;;4;3;54;0;1
2607;MET20_743403;0.9965400009;1;0;0;0;1;2;;1;1;2;0;3;3;2;2;4;3;3;4;4;5;5;5;5;5;4;4;1;1;1;1;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;4;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;80;0;20;0;0;0;4;3;3;4;4;3;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;7;6;7;7;1;3;;1;1;2;2;1;1;2;;6;3;74;0;1
2608;MET20_548371;0.9965400009;1;0;0;0;1;2;;15;12;10;5;3;3;3;3;3;3;2;5;5;5;5;5;5;5;5;5;2;2;3;3;2;2;3;2;1;2;1;3;4;1;3;3;2;3;3;2;1;3;2;3;3;3;1;3;1;2;3;2;3;2;3;2;2;1;1;40;0;30;15;5;10;8;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;82;0;2
2609;MET20_7002334;0.4572221819;1;0;1;0;1;4;;7;7;2;2;4;4;4;4;4;2;4;4;4;5;4;5;5;5;4;5;4;4;4;4;2;3;1;3;1;2;2;4;4;1;3;1;1;2;4;2;2;4;4;1;2;3;2;2;2;2;2;3;2;3;2;2;2;1;1;60;10;5;15;5;5;30;3;3;4;4;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;1;8;2;1;2;2;2;1;2;;5;1;57;0;2
2610;MET20_1048078;1.0946952712;1;0;0;0;1;3;;5;5;3;1;2;3;2;2;3;4;3;5;4;5;5;5;5;5;5;5;2;2;2;2;3;2;3;3;3;2;2;3;3;3;2;3;2;2;3;2;2;3;2;3;2;2;2;3;2;2;3;2;2;2;2;2;3;1;1;7;1;2;5;5;80;25;3;3;3;3;3;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;67;0;2
2611;MET20_444448;0.8247615439;1;0;1;0;1;1;;1;1;1;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;3;4;4;4;2;2;3;3;2;3;3;3;4;3;4;4;2;2;2;3;2;2;3;3;2;3;3;3;3;2;2;3;3;2;2;3;3;1;1;83;5;2;5;5;0;2;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;72;0;2
2612;MET20_1097547;2.1392931852;1;0;0;0;1;2;;24;30;24;0;4;4;3;3;4;4;3;5;5;5;5;5;5;5;5;5;2;3;2;2;4;3;3;2;2;2;2;3;3;2;2;2;2;1;2;2;1;3;2;3;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;70;0;5;5;20;0;5;4;4;4;4;4;4;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;2;1;2;2;1;2;1;3;1;2;1;1;1;22;0;3
2613;MET20_7003747;1.1435070883;1;0;0;0;1;1;;6;8;6;1;3;3;4;4;4;4;3;5;5;5;5;5;5;5;5;5;3;3;3;3;4;3;4;2;3;3;2;2;3;3;4;3;1;1;2;2;2;3;2;3;2;2;2;3;1;2;1;2;2;2;2;2;1;1;1;55;0;10;5;15;15;7;3;4;4;4;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;7;6;7;7;1;1;9;1;1;2;2;2;1;2;;3;2;41;0;2
2614;MET20_7006215;1.0076397374;1;0;1;0;1;3;;6;15;6;2;4;3;4;3;1;1;2;3;3;3;2;4;5;3;4;5;1;2;2;1;3;1;1;1;1;2;1;3;1;1;2;3;1;1;3;3;1;3;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;50;15;5;10;20;0;30;2;4;3;4;4;4;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;2;5;7;6;1;1;9;2;2;3;1;4;3;1;1;3;2;39;2;4
2615;MET20_1390321;0.7058317983;1;0;0;0;1;2;;7;7;1;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;3;3;3;3;3;2;1;3;2;3;2;3;4;2;3;2;2;2;2;2;1;4;2;1;1;2;2;2;2;2;2;3;3;1;2;2;2;1;1;40;15;0;15;10;20;40;3;4;4;4;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;1;6;2;1;2;2;4;3;1;;3;1;41;2;4
2616;MET20_7006178;0.9617576466;0;1;0;0;2;;1;1;1;1;1;4;4;4;4;4;4;4;4;4;5;5;4;5;5;4;4;2;2;3;3;4;3;3;3;2;3;2;3;3;3;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;1;0;0;100;0;0;0;0;4;4;4;4;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7;6;7;2;1;1;7;2;2;1;2;4;1;2;;2;1;33;0;4
2617;MET20_7005403;0.464506602;1;0;1;0;1;2;;10;10;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;50;3;31;4;10;2;5;1;4;3;3;3;2;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;8;2;1;2;2;4;2;1;;5;1;59;1;4
2618;MET20_391673;1.012416781;1;0;0;0;1;1;;10;15;10;2;4;4;4;4;2;2;1;2;3;5;5;4;5;4;4;3;1;4;3;3;3;2;2;2;2;3;2;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;1;2;1;1;20;15;5;30;20;10;60;2;4;4;3;4;4;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5;7;7;1;3;;1;1;2;2;2;1;2;;6;3;67;0;2
2619;MET20_1180632;1.012416781;1;0;0;0;1;3;;10;2;5;0;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;3;3;3;3;3;2;1;3;2;3;2;3;4;2;3;3;2;2;3;2;2;3;3;2;2;1;1;3;2;1;1;2;2;1;2;2;1;1;1;50;2;5;15;5;23;50;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;2;1;1;2;;6;3;70;0;1
2620;MET20_1040836;0.837901566;1;0;1;0;1;3;;10;7;5;1;3;3;4;4;1;2;2;3;3;5;5;5;4;5;5;3;1;1;1;1;2;1;3;1;2;1;1;2;1;2;1;2;2;1;2;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;30;10;40;17;3;0;30;2;2;4;2;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;68;0;1
2621;MET20_1098966;2.5012547902;1;0;0;0;1;3;;5;7;4;1;4;4;3;3;4;3;3;4;4;5;5;5;5;5;4;4;2;2;2;2;3;3;2;2;2;2;1;3;3;2;2;3;2;2;3;2;2;3;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;85;10;0;0;5;0;20;3;4;4;3;3;4;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;6;6;7;6;2;1;5;1;1;3;2;4;1;2;;1;1;21;0;4
2622;MET20_7000711;0.5345827213;1;0;1;0;1;2;;10;10;2;1;4;4;4;4;3;2;3;4;5;5;5;4;5;5;5;3;1;3;3;2;1;1;1;2;1;2;1;2;2;1;1;2;1;1;3;1;1;3;1;2;2;1;1;3;1;3;1;1;2;2;1;1;1;1;1;20;30;15;30;5;0;8;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;5;1;1;2;2;2;1;2;;5;1;59;0;2
2623;MET20_138547;0.837901566;1;0;0;0;1;1;;1;2;3;1;3;3;2;3;4;4;4;4;5;5;5;5;5;5;5;5;1;3;3;3;2;2;1;2;1;2;2;3;4;2;2;3;2;3;3;2;1;1;2;2;2;2;1;2;1;3;2;2;2;2;3;2;1;1;1;10;0;10;0;0;80;0;3;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;72;0;1
2624;MET20_7003803;0.8422381464;0;1;0;0;2;;1;0;0;0;0;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;2;3;4;4;2;2;4;4;2;4;4;4;4;4;3;2;2;2;4;2;2;2;3;2;2;3;2;4;2;4;2;3;2;2;3;2;4;2;1;0;0;0;0;0;100;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;10;2;2;1;2;2;1;2;;4;2;51;0;2
2625;MET20_7010646;0.8528399828;1;0;1;0;1;1;;1;1;1;0;4;4;4;4;4;3;3;5;5;5;5;5;5;5;5;5;3;4;4;3;3;3;3;3;4;3;3;3;4;2;4;3;2;2;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;80;5;0;0;15;0;1;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;5;1;1;2;2;2;2;1;;3;1;37;1;2
2626;MET20_631905;0.8247615439;1;0;0;0;1;2;;7;7;7;3;2;2;2;3;2;2;3;4;4;4;4;4;4;4;4;4;2;3;3;3;2;3;2;3;2;3;2;3;4;2;2;1;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;5;80;5;5;0;20;2;3;3;4;3;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;73;0;2
2627;MET20_27657;1.012416781;1;0;0;0;1;1;;7;7;7;0;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;3;3;2;3;2;4;2;2;3;2;3;2;2;3;3;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;1;1;20;0;20;20;40;0;4;4;4;4;4;4;4;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;65;0;2
2628;MET20_1231526;0.8247615439;1;1;1;0;3;;3;10;16;13;1;4;4;3;3;3;3;3;5;5;5;5;5;5;5;5;5;2;3;3;4;3;2;3;2;2;2;1;3;4;3;2;4;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;3;1;0;0;0;0;;100;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;74;0;2
2629;MET20_1082472;1.179990801;0;0;1;0;3;;2;3;10;12;9;4;4;4;4;3;3;3;4;3;4;4;3;4;4;4;4;2;2;3;2;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;1;4;2;3;2;1;2;1;1;2;1;1;2;2;2;1;2;3;1;0;0;75;15;;10;5;4;3;3;3;4;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;6;5;7;6;1;3;;1;2;1;2;1;1;2;;5;3;63;0;1
