cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
1271;MET20_7003025;1.179990801;0;1;0;0;2;;1;1;0;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;0;0;0;0;0;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;1;2;3;1;2;;5;3;60;0;3
1272;MET20_1969322;0.7980860057;0;1;0;0;2;;1;5;3;1;0;3;4;3;4;3;2;2;3;3;5;5;5;5;4;5;4;1;2;2;3;3;1;2;2;1;2;1;3;3;1;2;3;2;2;2;2;2;2;2;3;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;0;0;70;0;0;30;0;3;4;4;4;4;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;7;7;6;7;1;3;;2;2;1;2;1;1;2;;6;3;66;0;1
1273;MET20_7017311;0.6791997325;0;0;1;0;3;;2;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;4;3;4;4;2;4;4;3;4;3;4;4;3;2;4;2;2;2;3;2;3;2;2;3;3;3;2;3;3;3;3;3;2;3;2;3;3;1;0;0;20;0;;80;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;4;2;2;2;1;1;1;2;2;4;1;52;0;1
1274;MET20_7003970;1.0946952712;0;1;0;0;2;;1;1;2;1;1;2;1;2;2;3;3;4;5;5;5;5;5;5;5;5;5;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;0;0;55;0;20;25;0;2;4;4;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;1;2;2;1;2;;6;3;65;0;2
1275;MET20_1145767;0.9770802775;1;0;0;0;1;1;;1;2;1;0;2;3;3;3;4;3;4;5;5;5;5;5;5;5;5;5;2;3;2;3;2;3;2;2;2;3;3;3;3;2;3;2;2;2;3;2;2;2;2;2;2;3;2;2;3;2;2;2;3;3;3;2;3;1;1;80;0;0;2;8;10;2;3;4;4;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;1;2;2;4;3;1;;2;1;31;2;4
1276;MET20_7003734;0.9612750925;1;1;1;0;3;;4;2;2;1;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;2;3;3;3;2;2;3;3;3;4;3;4;3;3;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;1;0;0;40;20;;40;2;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;6;;2;1;2;2;1;1;2;;5;3;55;0;1
1277;MET20_7001741;0.7980860057;0;1;0;0;2;;1;2;2;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;2;2;3;4;4;4;2;4;4;4;4;4;3;3;2;3;3;2;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;2;1;0;0;25;0;0;75;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;2;1;2;2;1;2;;6;3;73;0;2
1278;MET20_1158687;0.9643085747;0;0;1;0;3;;2;1;1;0;0;3;3;4;3;4;3;2;4;4;5;5;5;5;5;5;5;3;3;3;3;1;2;2;2;2;2;1;3;3;2;3;3;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;3;1;0;0;25;0;;75;2;3;3;4;3;3;3;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;7;7;6;7;1;3;;1;1;2;2;1;1;2;;6;3;66;0;1
1279;MET20_807422;1.012416781;1;0;1;0;1;4;;30;35;30;15;3;3;3;3;3;2;4;4;3;5;5;5;5;5;5;4;2;2;2;2;2;2;1;3;1;2;1;3;2;2;3;1;1;2;2;3;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;30;50;4;3;10;3;7;2;4;4;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;1;1;2;2;2;1;2;;6;3;70;0;2
1280;MET20_1167100;0.9765900354;1;0;0;0;1;4;;5;3;3;1;4;4;3;3;3;4;4;4;4;5;5;5;5;5;4;5;3;3;4;3;2;2;4;3;2;3;4;3;4;2;3;3;2;2;3;3;2;2;4;3;2;2;2;3;2;3;2;3;3;4;4;3;4;1;1;80;0;10;10;0;0;30;3;4;4;4;4;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;60;0;2
1281;MET20_7009907;0.7980860057;1;0;1;0;3;;4;10;10;15;0;4;4;4;4;3;3;4;4;4;4;5;5;5;5;4;4;3;2;3;3;2;2;3;3;2;3;3;3;3;3;3;3;2;2;2;2;2;1;3;3;2;2;3;3;2;1;3;3;2;2;3;3;3;3;1;0;0;30;0;;70;5;3;3;4;3;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;6;6;6;6;2;3;;2;1;2;2;2;1;2;;6;3;71;0;2
1282;MET20_7018590;0.9612750925;1;0;0;0;1;5;;15;30;10;5;4;4;4;3;2;1;2;4;4;4;4;5;5;4;4;4;1;3;2;1;2;3;1;1;1;2;1;3;1;1;2;2;1;2;3;3;1;3;3;1;3;3;1;1;1;3;1;1;3;1;3;2;1;1;1;50;10;20;20;0;0;99;2;2;3;3;3;4;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;7;7;7;7;1;3;;2;1;2;2;2;1;2;;5;3;61;0;2
1283;MET20_7006209;1.0239963436;1;1;1;0;1;3;;4;4;0;0;1;3;2;4;2;3;4;3;5;5;3;4;5;4;5;4;3;4;4;1;3;3;2;4;2;2;2;3;1;2;3;2;2;1;2;1;1;2;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;1;80;10;0;10;0;0;2;1;4;4;4;4;4;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;7;2;7;7;1;1;8;2;1;2;2;2;1;2;;2;1;31;0;2
1284;MET20_7016687;1.012416781;1;0;1;0;1;2;;5;6;8;2;1;2;2;1;4;4;4;5;5;5;5;5;5;5;5;5;2;2;3;2;3;3;3;2;3;2;3;2;2;2;2;1;3;2;2;2;3;2;3;3;2;1;2;2;2;1;2;1;1;2;1;2;2;1;1;60;20;0;0;20;0;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;74;0;2
1285;MET20_7017465;0.5022567684;0;1;0;0;2;;4;1;1;0;0;3;4;2;3;3;3;3;5;4;5;5;5;5;5;5;5;2;3;3;3;2;2;2;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;30;20;10;30;10;2;4;4;4;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;4;7;7;2;1;5;2;2;1;2;2;1;2;;5;1;58;0;2
1286;MET20_1143804;0.8556566041;1;0;0;0;1;2;;2;3;1;1;3;3;2;2;4;3;3;5;5;5;5;5;5;5;5;5;1;3;2;1;3;2;2;1;1;1;1;4;3;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;60;0;20;10;0;10;5;1;4;4;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;6;7;7;2;2;10;2;1;2;2;4;3;1;;4;2;51;2;4
1287;MET20_653205;0.7980860057;1;0;0;0;1;1;;3;2;2;1;3;3;3;3;2;2;3;5;4;5;5;5;5;5;5;4;3;3;3;2;3;2;1;3;1;3;1;3;2;3;3;1;2;2;2;3;2;3;2;2;3;2;2;3;2;3;2;3;3;2;2;1;2;1;1;30;40;20;5;5;0;2;2;4;4;4;3;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;6;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;75;0;2
1288;MET20_1030290;1.180583149;1;0;0;0;1;2;;1;2;1;0;3;3;3;3;2;3;4;4;4;5;5;4;5;4;4;5;2;3;2;3;3;2;3;3;3;2;2;3;3;3;3;2;3;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;3;1;1;50;10;10;10;0;20;10;3;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;7;6;7;7;1;1;8;1;1;2;2;3;2;1;;2;1;31;1;3
1289;MET20_7000575;0.6947629021;1;0;1;0;1;3;;10;8;5;2;2;3;2;4;2;2;4;5;5;5;5;5;5;5;5;4;3;3;3;3;3;2;2;3;1;3;3;3;3;3;3;3;2;2;3;3;3;2;2;3;2;2;3;2;2;2;3;2;2;2;2;2;2;1;1;70;10;5;5;5;5;70;4;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;5;2;1;2;2;4;4;1;;3;1;40;3;5
1290;MET20_493140;0.8247615439;1;0;1;0;1;4;;35;35;15;5;4;4;4;4;3;2;2;5;4;5;5;5;5;5;5;5;2;2;3;3;3;2;1;2;1;3;1;2;3;3;3;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;3;3;1;2;1;2;1;1;20;20;15;20;10;15;85;2;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;69;0;2
1291;MET20_1531965;1.0946952712;1;0;1;0;1;1;;1;1;1;1;1;3;4;4;3;3;3;4;4;5;5;5;5;5;4;5;2;3;3;3;2;2;3;3;2;3;2;3;4;3;2;2;2;3;3;3;2;3;2;3;2;2;2;3;2;2;3;3;3;2;3;2;3;1;1;0;0;20;50;30;0;5;3;3;4;4;3;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;65;0;2
1292;MET20_7005008;0.6327436544;1;0;1;0;1;5;;8;12;3;3;1;1;1;2;2;2;1;2;2;2;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;50;20;10;5;10;5;20;1;3;1;1;2;2;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7;2;7;6;1;1;9;2;1;2;2;4;1;2;;5;2;56;0;5
1293;MET20_1860331;0.9306511977;0;0;1;0;3;;4;1;1;1;0;3;3;4;4;4;4;4;4;4;5;5;4;5;5;4;5;3;2;3;2;2;2;3;4;3;2;2;3;4;2;3;4;2;2;3;2;2;3;2;3;1;1;2;2;2;2;3;3;4;2;2;3;3;3;1;25;0;10;0;;65;4;4;4;4;4;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;6;7;7;1;1;5;2;2;1;2;3;3;1;;2;1;33;2;3
1294;MET20_1201875;0.5022567684;1;0;1;0;1;3;;2;4;2;0;1;4;4;3;4;4;4;5;5;5;5;5;5;5;5;5;1;3;4;3;4;3;4;2;4;1;1;4;3;1;4;4;1;1;3;2;1;3;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;40;0;8;3;24;25;5;3;4;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;5;2;1;2;2;2;1;2;;5;1;62;0;2
1295;MET20_7008739;0.8422381464;1;0;1;0;1;2;;3;2;3;1;2;3;2;2;2;2;2;3;3;4;4;4;4;4;4;3;1;1;1;1;3;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;50;0;10;10;20;10;5;2;3;2;2;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;7;6;7;6;2;1;9;2;1;2;2;4;2;1;;4;2;52;1;4
1296;MET20_759060;1.012416781;1;0;1;0;1;1;;15;10;2;0;3;3;3;3;3;3;4;4;3;5;5;5;5;5;4;5;2;1;2;3;3;1;1;2;2;2;1;3;1;1;2;3;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;2;1;2;1;1;1;1;50;35;5;5;5;0;3;3;4;4;3;4;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;2;7;7;1;3;;1;1;2;1;2;1;2;2;6;3;72;0;2
1297;MET20_1974413;1.5829525191;1;0;0;0;1;2;;5;2;1;0;3;3;3;2;4;3;3;3;4;4;4;5;5;4;4;4;3;2;3;2;3;3;3;2;2;2;2;3;2;1;3;3;2;2;3;2;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;70;0;20;0;10;0;0;2;3;2;3;4;3;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;6;5;6;6;2;2;10;1;1;2;2;4;3;1;;2;2;28;2;4
1298;MET20_7007220;0.7631943152;1;0;1;0;3;;3;2;2;1;0;2;3;2;3;3;4;3;4;4;5;5;3;3;5;4;4;2;2;2;2;3;2;3;3;2;2;2;3;2;2;2;2;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;70;0;20;10;;0;99;2;3;3;2;2;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;7;7;7;7;2;1;8;2;1;2;2;4;3;1;;3;1;43;2;4
1299;MET20_715229;1.2175074266;0;1;0;0;2;;2;1;1;1;0;3;4;3;4;4;4;4;5;5;5;5;5;5;5;4;5;4;4;3;4;3;2;4;4;3;2;3;4;4;3;4;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;5;5;0;0;90;0;3;4;4;4;3;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;7;7;7;7;1;1;9;1;2;2;2;3;2;1;;3;2;41;1;3
1300;MET20_7008067;1.519872032;0;1;0;0;2;;1;10;15;10;5;2;3;2;3;2;3;2;2;4;4;4;4;4;5;4;4;2;2;2;2;3;1;2;2;1;2;1;3;2;1;2;3;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;0;0;100;0;0;0;0;2;2;4;4;3;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;6;6;6;6;2;3;;1;2;2;2;2;1;2;;4;3;48;0;2
1301;MET20_254369;0.7397234366;1;0;0;0;1;2;;2;3;4;0;3;3;3;3;4;4;3;3;2;3;3;2;3;3;3;3;2;2;2;2;4;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;2;2;3;2;1;1;70;0;0;0;30;0;30;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;6;6;6;1;1;6;2;1;1;2;4;1;2;;3;1;44;0;4
1302;MET20_494312;0.62815034;1;0;0;0;1;1;;3;2;2;1;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;5;1;2;4;3;4;2;4;1;2;2;2;1;4;1;1;4;2;1;3;1;1;3;1;4;1;1;1;1;1;1;2;2;2;2;2;2;4;1;1;80;0;0;0;20;0;30;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;5;2;1;2;2;4;1;2;;4;1;49;0;5
1303;MET20_1136493;0.961473076;1;0;0;0;1;4;;0;4;4;0;4;4;4;4;4;4;4;5;3;5;2;3;5;5;3;5;4;3;4;4;4;1;4;3;4;1;2;4;4;2;4;4;1;1;2;3;1;2;1;2;1;1;1;1;1;1;3;2;1;2;2;3;3;1;1;70;0;20;10;0;0;3;4;4;4;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;1;1;9;2;1;2;2;4;3;1;;3;2;38;2;4
1304;MET20_1782469;0.6791997325;1;0;1;0;1;2;;10;15;5;0;3;3;3;3;3;1;4;4;4;5;4;4;4;5;4;4;2;3;2;2;3;2;1;2;2;2;2;2;3;2;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;1;1;50;10;0;20;20;0;22;2;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;4;2;1;2;2;2;1;2;;4;1;53;0;2
1305;MET20_7002824;0.8556566041;1;0;1;0;3;;2;1;2;1;0;4;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;2;2;2;4;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;0;20;20;;60;4;2;2;4;4;2;4;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;5;5;6;6;2;1;10;2;1;2;2;4;1;2;;4;2;54;0;4
1306;MET20_306167;0.6182996491;1;0;1;0;1;2;;2;2;2;0;3;4;4;4;4;4;1;4;4;5;5;5;5;5;4;4;2;2;2;2;4;2;3;2;1;2;2;3;3;2;3;3;2;2;3;2;2;2;2;4;2;2;2;3;2;3;2;2;2;2;2;2;2;1;1;85;0;10;0;5;0;3;3;4;4;4;4;4;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;7;7;7;7;1;1;5;2;1;2;2;2;1;2;;4;1;52;0;2
1307;MET20_1162191;0.8528399828;1;0;0;0;1;1;;2;2;2;0;1;2;2;2;2;2;2;4;3;2;2;2;3;2;2;3;3;2;2;2;2;1;2;2;2;1;2;3;2;1;2;2;1;3;3;1;1;1;3;2;2;1;2;2;1;2;2;2;1;3;2;1;1;1;1;80;10;0;0;10;0;3;2;2;2;2;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;7;7;7;1;1;6;1;1;2;2;4;3;1;;3;1;40;2;4
1308;MET20_1265102;1.1178917385;1;0;0;0;1;3;;2;3;1;0;2;2;4;4;4;2;4;2;5;5;5;5;5;5;5;2;1;1;2;3;2;2;1;2;3;1;1;2;2;1;1;1;2;3;3;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;40;40;10;5;5;0;80;2;2;4;2;2;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;7;7;7;7;2;1;10;1;1;2;2;4;3;1;;4;2;48;2;5
1309;MET20_55591;1.012416781;1;0;0;0;1;5;;5;8;5;1;4;4;3;3;3;3;3;4;4;5;5;5;5;5;4;5;2;3;3;3;4;2;4;1;3;3;1;3;4;2;2;3;2;1;4;3;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;70;0;10;15;5;0;21;2;4;4;3;4;4;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;77;0;2
1310;MET20_80003604;0.9765900354;1;0;1;0;1;1;;2;1;3;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;4;4;4;2;1;4;3;2;4;3;4;4;2;3;4;2;1;3;2;2;3;3;4;2;3;3;3;3;2;3;2;3;3;3;3;3;1;1;80;0;0;11;9;0;9;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;58;0;2
1311;MET20_80001275;1.0338697764;1;0;0;0;1;2;;4;5;3;1;4;4;3;3;3;3;2;4;4;4;4;4;4;4;4;4;2;2;2;2;3;3;2;2;2;2;1;3;2;2;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;60;20;10;5;5;0;30;3;4;4;4;4;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;7;6;7;7;1;1;9;1;1;2;2;4;1;2;;4;2;53;0;4
1312;MET20_368375;0.9765900354;1;0;1;0;1;3;;10;15;2;0;4;4;4;3;3;3;4;5;4;5;5;5;5;5;5;5;4;3;3;2;2;1;1;4;1;4;1;3;4;3;3;2;1;2;2;1;1;4;3;1;1;3;1;3;1;2;1;1;1;1;1;2;1;1;1;0;100;0;0;0;0;0;2;4;4;4;4;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;6;7;6;1;3;;2;1;2;2;2;1;2;;5;3;64;0;2
1313;MET20_7005365;1.1614861152;1;0;0;0;1;3;;2;2;3;1;4;4;4;4;4;4;4;5;5;4;5;5;5;5;5;5;2;4;3;3;3;2;4;3;2;3;2;3;2;2;2;3;2;2;2;3;2;2;3;4;2;2;2;3;2;2;2;3;3;2;3;3;2;1;1;50;0;12;2;25;11;1;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;2;2;1;2;;5;3;61;0;2
1314;MET20_197907;0.8247615439;1;0;0;0;1;5;;16;10;20;10;4;3;3;3;3;1;3;4;4;5;4;5;5;5;5;5;2;4;3;4;2;3;1;2;1;3;1;3;2;3;3;1;2;2;3;4;2;3;3;1;2;2;2;4;2;3;1;4;1;2;3;1;1;1;1;30;20;10;30;0;10;30;2;4;3;2;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;5;7;7;2;3;;2;1;2;2;2;1;2;;6;3;71;0;2
1315;MET20_22328;1.012416781;1;0;0;0;1;1;;1;1;1;0;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;3;3;4;4;3;2;3;3;3;3;3;4;3;2;3;3;2;2;4;2;2;2;3;3;2;2;2;2;2;1;2;2;2;2;2;3;2;1;1;90;0;5;5;0;0;8;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;70;0;2
1316;MET20_1900699;1.3100912782;1;0;1;0;1;1;;3;3;1;0;3;2;3;2;4;4;4;4;3;5;5;5;5;5;3;5;2;3;2;2;3;2;3;2;3;3;2;3;4;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;1;1;80;0;10;0;10;0;3;4;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;7;7;7;7;1;1;9;2;1;2;2;4;3;1;;2;2;30;2;4
1317;MET20_1199046;0.7980860057;0;1;0;0;2;;1;1;1;1;15;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;100;0;0;0;0;3;3;3;3;3;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;4;7;7;2;3;;2;2;2;2;2;1;2;;6;3;77;0;2
1318;MET20_80001004;0.9965400009;1;0;1;0;1;3;;4;4;4;1;3;3;3;3;3;3;4;4;4;5;5;5;5;5;4;5;3;3;3;2;1;2;4;3;2;3;2;3;2;2;3;4;2;2;2;3;2;2;4;4;2;2;2;3;2;2;3;3;3;3;3;2;4;1;1;70;0;5;5;8;12;10;1;4;4;3;4;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;70;0;2
